category,createdDate,storyTitle,amountRaised,goal,donors,campaignLength,likes,shares,city,state,story
"Medical","October 24, 2018","No health insurance","$980","$25,000","17","5","20","44","CARROLLTON","VA","Benny is a beloved stylist at Bestcuts who recently took a fall and broke his hand in 3 places. He will unfortunately be out of work for awhile and without health insurance and income coming in the bills are piling up fast we want to help him out! He has been such a great stylist and friend to so many so if you can please donate toward his recovery."
"Medical","January 15, 2019","my parent&apos;s health insurance and my dad","$740","$1,000","6","3","6","","DUMONT","NJ","this is my dad  Bob Scott.    He's now 84  dealing with strokes and other issues.   Last year he had another stroke.  My mom said they told their heart dr they would have to pass on some heart procedures because they can't afford it anymore.  He will be going into surgery tomorrow morning for a stint in his kidney to get rid of stones.   since i was a kid  my mom always said \"God will provide.\"  I do what i can to help my mom and dad.  It seems awkward to do this  but i just want to take the burdens off of their backs with decisions for surgery and procedures because of money.  Please pray for them as it's getting more difficult for them to do their daily routines and that they could sell their house quickly. i'd like them to sell their house and move back to NJ where they can be closer to family and we can help out more.  I don't know how much these surgeries cost or what their exact needs are  i just don't know how else to help them out but this way.   I don't know how much happens with go fund me   but if you could pray for my mom and dad Bob and Tigi Scott  i'd appreciate it.  thanks  Bill"
"Medical","February 5, 2019","Please help my wife with lifesaving testing fees.","$650","$2,500","7","2","7","","JACKSONVILLE","AR","My wife  Dawn is a full time employee for a daycare center and works in the infant nursery. It takes a special kind of person to deal with the little ones day in and day out but she loves the babies that are in her care and loves spending each day with them. She is a very compassionate  loving  thoughtful woman and she is my heart and soul. In January of this year Dawn was diagnosed with pneumonia. During this time she saw the doctor on 5 different visits and was prescribed an assortment of medications to combat her sickness. After the numerous medications the doctor was finally able to find a combination to heal her pneumonia. We are just beginning to see the medical bills come in for her pneumonia treatment and there seems to be no end in sight. Like many people in our country  Dawn has no insurance and is unable to afford any health insurance plans that provide the coverage that she needs. Since overcoming pneumonia  she developed a condition with her heart. Her primary care physician  through numerous attempts  was able to find a cardiologist that would see her without insurance. We met with the financial advisor today at the cardiologist's office and was able to pay for today's visit which was basically a consultation to lead to tests. She is currently wearing a 24 hour heart monitor to start with  however  she is going to need further testing which we don't have the means to cover. She is unable to work currently and don't know when she will be able to go back. I work full-time and pickup odd jobs on the side when I can.  Dawn and I both come from families that would rather starve than ask for help from anyone  I guess you would call us both full of pride. Please consider making a small donation to help financially with the cardiac tests that she desperately needs. Thank you to each and every one of you all!Frederick"
"Medical","January 14, 2019","Health insurance premiums and medical expenses","$610","$5,000","7","3","9","13","ATLANTA","GA","After just over ten years of service  I lost my job early last year. Since then  while in job search mode  I've managed to hang on financially with limited funds from severance   unemployment  401k funds and finally  early filing of social security benefits. I've also received help from dear friends who keep me in their prayers  loan me supplies  equipment and money knowing there is no certain date of repayment but continue to believe in me when I don't think I can stand another second of insecurity and fear. It's a cliche but true regatdless;Looking for job is a full time job all by itself. Keeping yourself pumped up and positive isn't easy when there seems to be no end in sight to the struggle. So  I'm taking a couple of deep  cleansing breaths and keeping  at the search. Since I don't yet qualify for Medicare  I have continued my health coverage through COBRA. Because of preexisting conditions and my age  I  am hoping this Go Fund Me account will help me to collect enough money to pay my remaining COBRA premiums. I have been able to manage until now with savings and funds as previously described. Now though  I'm falling short $1000/month  for RX copays and my COBRA health premiumCollecting $6 000 to cover premiums  copays and RX expenses combined with SS benefits will keep me current with monthly expenses (as long as the doggies stay heathly and the 15 yr old car keeps going...) for at least 6 more months. I'm determined to have this resolved before that deadline!Unfortunately  my age places me in a difficult position for the market health coverage and COBRA continuation (as expensive as it is) is cheaper than anything I can buy on the Georgia open market (but I keep looking).Through much agonizing tinged with some shame at even being in such a situation   I'm asking for your help through this Go Fund Me campaign. Let me be very clear that I do know how difficult things are for many of you and I certainly don't want to be another hardship for you. And  if you know me at all  you know how I hate asking for help ... sometimes to a fault.  As my resources are now precariously low  my fears of my future can be incapacitating. I'm sure you all know how this feels from struggles of your own.If you are able to help me out with this COBRA health premium expense funding campaign  my appreciation would be immeasurable. If you are not able to help financially at this time  your prayers and good thoughts and wishes are equally needed and appreciated.Thank you for thinking of me. I wish you and your family the very best for 2019 and beyond. I think 2019 will be a banner year for all of us. Let me know when things start improving on your end of the planet.Much love  Fran"
"Medical","October 26, 2018","Saving My Health Insurance","$500","$1,600","5","5","5","31","SOUTHPASADENA","CA","My friends know what's been happening with problems surrounding my insurance over the last 4 months. Yes  COBRA was finally reinstated  but I learned today that my premiums are DOUBLE what they were and if I don't pay them $1500+ by 11/2  my insurance will be cancelled. Add this to the fact that I may be facing a 2nd surgery thanks to complications from surgery in April...."
"Medical","December 19, 2018","Help My Disabled Mom Keep Her Health Insurance","$480","$1,815","8","3","8","115","CHARLESTON","WV","My mom  Deana Taylor  who is a disability retiree from the State of WV  received a letter earlier this month (see below)  indicating that her health insurance premiums were not paid in full and she owes $1 814.50 by December 25th (CHRISTMAS) or they are cancelling her insurance.When my mom was approved for her disability retirement  she was told that there would be a lapse in coverage from the end of her employment with the State  until she started receiving her retirement benefit (roughly 3 months).  So when her first 3 benefit payments did not withhold her insurance premium  she did not think anything of it.  It has been over 6 months now since she has been receiving retiree benefits and they have been withholding her premium since  but she just received the cancellation notice this month.Since she is on disability retirement  she does not make enough to be able to make this payment. Between her and my father  who is also disabled and on social security  they only bring home around $1 700 a month and still have rent  utilities  a car payments  prescription costs  food  etc.  It is literally impossible for them to make this payment.My mom has been communicating with PEIA and they refuse to set up a payment plan.  The best they state that they can do is to give her 3 months to pay $604.83; however  this is still out of the realm of possibility seeing as though they are already getting by on the skin of their teeth.I am going to help them the best I can  but I am hoping for a Christmas miracle here and enough people can help my mom keep her insurance.Any little bit helps.Thank you  Kris"
"Medical","November 19, 2018","Help Mystery Meat get health insurance","$460","$500","25","4","31","182","ATLANTA","GA","Mystery Meat is a corner stone to the east Atlanta drag community. As a trans man health insurance is a useful tool he could use. So as a friend I wanted to help him raise the money to get at least a few months of health insurance together so he can start HTR."
"Medical","December 22, 2018","Cancer treatment / health insurance for Kris Cates","$450","$80,000","4","3","4","11","SANDY","UT","Due to some unexpected expenses My Mother is about to lose her health insurance and her house she has been fighting cancer for the past year and as bills pile up shes having problems being able to pay for her cancer treatment witch has been working to beat it and if she cant aford the treatment shes the type to put everything eles frist before she takes care of what she needs even if it means her life. She doesnt know we are setting this up and we would like to surprise her and her husband and show them how much they are loved and appreciated. Thank you for any contribution you can make."
"Medical","March 16, 2019","Star Diagnosed With Cancer, No Health Insurance","$260","$10,000","5","1","6","","WESTWEGO","LA","Hello  my name is Brianna  and my mother  Star Camardelle  was recently diagnosed in the early stages of rectal cancer which is extremely aggressive and likely to spread to her other organs. My mother suffers from mental illness and is unable to work. The cancer is another burden  physically  mentally and financially. She does not have insurance  leaving her without treatments for the cancer. Any donations and prayers are greatly needed for this new chapter of life that we must endure. Thank you for all your support."
"Medical","April 16, 2019","Health Insurance Assistance","$250","$9,000","4","1","4","71","LAKECITY","FL","Thank you for taking the time to read our story. I recently found out I was dropped from my mother's insurance policy with Blue Cross Blue Shield. As life goes  I'm now experiencing a medical emergency after relocating to Florida. I have applied for Medicaid and any other emergency aid I could apply for through the state. The timeframe for approval is not looking good and without financial assistance I am looking at a procedure that could exceed $9 000 . I am 1 200 miles from home and the help I have received from family and friends is much appreciated but I am still far from covering the costs. I would also have to include travel expenses and have started saving and raising funds in any way I can. This is all very sudden and frightening for me. I have never reached out for assistance before but with such a pressing situation I feel as though I have no other choice. Any form of support is appreciated ."
"Medical","January 17, 2019","Multiple Seizures / No Health Insurance / Not able","$250","$250","8","2","8","115","STONEVILLE","NC",".  On January 5  2019 I had made a trip to a local Wal-Mart here in Eden  NC.  I proceeded to enter the store and go to the Pharmacy Department of the store to pick up a prescription.  I have had some minor seizures in the past.  I am usually able to spot the warning signs  but I have not been on medication since returning to NC from FL at the end of July.  I tried to get medication for this problem but was unsuccessful.  The doctor I was seeing at the time refused them and told me to just simply go to the hospital if I had a seizure.I am still having difficulty remembering the purchase at the pharmacy  but I know I did because the medication I was picking up for a family member was in the vehicle.  Evidently  I had some type of a minor seizure.  I also picked up three 12 packs of soda  which I did pay for because they were also in the vehicle when it was picked up. I had these receipts in my pocket and was so out of it I required assistance from the pharmacy clerk to even do a minor task  use a debit card.  I sat in the vehicle for a short spell and proceeded to return into the store to get the remainder of a grocery list I had for my mother.  I am not sure if I was headed back into the store or coming out  but I was detained  but not arrested or charged with a crime  by a local Eden City Police officer.  I do not know the officers name or badge number.  I am in fear of more repercussions if I attempt to go to the Eden City Police and get the report.  Every time I see a police vehicle  I have some kind of panic attack or something.  I have fear of reprisal because I have decided to raise my voice against these types of actions.   From my understanding of the situation they believed I was under the influence of something.  I was violently restrained and placed into the back of a police vehicle  and all of this was happening while I was having a serious medical attack.  To the best of my recollection  the police officer got the head of Wal-Mart security to come out and tell me that I was banned from the establishment and if I returned  I would be arrested for criminal trespassing.  Keep in mind that my head was banged all around while I am under medical duress.  It seemed like quite a while before the officer actually returned to the vehicle.  I remember specifically trying to explain to them that I was not under the influence and that something was seriously wrong.  I also vividly remember leaving in the police vehicle and being thrown all over the backseat and hitting my head more than a few times and the officer laughing about this.  I was never charged with a crime nor arrested for anything.  That is the last clear memory I have until a couple of days later.  I ended up at UNC Rockingham Health Care hospital.  They say that I went into a deep coma and ended up being placed on some kind of life support once they got in touch with my mother.  The doctor there was in direct communication with a neurologist at Wake Forest Baptist Medical Center.  They did all types of screening and figured out that I was not under the influence of anything.  All of my drug and alcohol tests came back negative.  UNC Rockingham had previously seen me for having one of these types of seizures a couple of weeks before this.  I do not remember any of this.  My mother came into the emergency room and talked with the doctor but they could not figure anything out.  My mother got what possessions I had on me  which two things were missing.  I was air-lifted to Wake Forest Baptist Medical Center by helicopter.  I spent three days in the ICU center there after got me semi-awake.  I was kept in a locked down ward because I had a lot of serious confusion.  I did not even know simple things such as the year or the president.  I also did not know certain family members.  I was eventually relocated into a regular patient room.  It is not until this point that I have any resemblance of a memory.  Once I was stabilized and had enough seizure medication in my system  I was released from Wake Forest January 8  2019.  My head or my brain  still is nowhere close to being normal.   I do not have any kind of health insurance  and now I have astronomical hospital bills that haven’t even started coming in yet.  I have no idea how I can possibly pay these bills that could have been avoided.  On January 10  2019 I was at home and sometime around 4 PM I had some type of seizure.  My mother came into my bedroom and found me trying to get up out of the floor.  I was not able to respond to basic conversation.  I do not remember anything about that day until around 11:30 PM or so.  I woke up and was in my bed and I knew something was not quite right with me.  I went to wake my mother up to take me to UNC Rockingham hospital.  As I was waking her up  I went into some type of grand mal seizure.  To the best of my knowledge I have never had one of this type before.  There is no explanation for the increase in frequency or severity of my seizures.  I have gone for years without having one to having multiple in a day and more severe.  They have given me a higher dose of medication and so far  there have not any other seizures   I still am nowhere close to the person I was before. This entire situation could have been avoided if the officer would have just looked at the paper I have in my wallet.  It is wrapped around my ID and in huge highlighted letters it states that I have a seizure disorder as well as the list of medications I take  none of which are narcotic nor impairing.  Now I have applied for every kind of aid possible  but none will be completed in time for me to see the neurologist on February 12  2019.   They are expecting a payment of $210 before they will even see me.  I defimiately need this appointment because of the increse in frequency and fogginess in my brain.  I am also going to have to get medications which I have no idea of the cost of.  Without health insurance its hard."
"Medical","January 15, 2019","Lailani&apos;s New Pump/Health Insurance Assistance","$245","$10,000","9","3","9","63","WICHITA","KS","First  let me Thank You for your time and consideration. This is my Daughter Lailani Hickerson. For the past 34 years  my wonderful daughter has been fighting a serious health condition. It comes with a heavy heart to say my daughter Lailani was born with a condition known as Cerebral Palsy due to a complication during her birth. She was later diagnosed with Epilepsy at a young age.Epilepsy is a medical condition that produces seizures affecting a variety of mental and physical functions. It’s also called a seizure disorder. When a person has two or more unprovoked seizures  they are considered to have epilepsy. A seizure happens when a brief  strong surge of electrical activity affects part or all of the brain. Cerebral palsy is the most common motor and movement disability. It is a neurological disorder that affects a child's motor skills  movements  and muscle tone. Cerebral palsy is caused by brain damage that develops while the baby is still in utero  during labor and delivery  or shortly after birth.As a parent of a child with Cerebral Palsy  the feeling of uncertainty has no bound  but it is even more amplified when seizures are added to the mix. Lailani's seizures vary in duration  intensity  frequency  physical presentation  and controllability. For Lailani  dealing with her seizures can feel like a roller coaster. Luckily  recent advances in seizure prevention and treatment have made seizures less scary than they used to be. Years ago Lailani had undergone a procedure to surgically implant a device known as a Baclofen Pump into her abdomen to help manage her violent muscle spasms associate to her Cerebral Palsy. The baclofen pump system consists of a pump and a catheter that brings the medication from the pump into the spinal fluid. The pump is a round metallic disc (about 1 inch thick and 3 inches in diameter)  which is surgically implanted under the skin of the abdomen. The pump contains a battery  which usually lasts between five to seven years  a reservoir for the medication  and a microprocessor.Unfortunately  the device is beginning to fail sooner than expected  and as a result  her muscle spasms are becoming more frequent and violent. The stress her body goes through during these spasms at times causes her to experience unpredictable seizures. This device needs to be replaced as soon as possible to prevent further harm. We hope to have her surgery this summer  but it may have to be sooner than that. This device has genuinely been a benefit to her life and has allowed her to have a more independent lifestyle. I am 54 years old working three jobs to save enough money to pay for the portion of the procedure my health insurance will not cover. I come to you all with a heavy heart and only ask of you to give what you can and help Lailani. We thank you all for your time and support.Bless you All"
"Medical","December 9, 2018","Help Michelle Trujillo With Health Insurance","$225","$1,380","9","4","9","36","SPOKANE","WA","Michelle has multiple sclerosis.  Her medical insurance will soon be increased from $385 to $500 per month.  Our goal is raising $1 380 to cover the extra $115 per month for the year of 2019.  Thank you so much for helping."
"Medical","December 26, 2018","Jeff has clot on lung/ sadly no health insurance","$220","$10,000","5","3","6","110","HAMBURG","PA","Jeff Groff is a 56 yr old hard working man  practically a stepfather to me.  Jeff works hard everyday to make sure other people have their needs met before he ever worries about himself.  Six months ago  Jeff lost his job of nearly 40 yrs because the company eliminated his position... while this may not seem like a huge deal  it is as Jeff lost his healthcare.  Along with the loss of his healthcare was the medical treatments/ injections that Jeff had been receiving for his rheumatoid arthritis.  Not only does he suffer from this very painful disorder  he also fell and cracked his femur  and has a torn meniscus in need of repair.  Jeff would never complain but just worked through the pain everyday; on Dec. 24  2018  Jeff was rushed to the hospital by an ambulance with shortness of breath  chest pain so crippling he couldn’t even talk only to find out that he would be spending at least a week if not more in the hospital because doctors found a blood clot on his lung.  Jeff is not involved in this campaign other than hopefully being the recipient of generosity but he needs any help he can get.  Due to his struggle to find steady work with benefits  his current hospital stay is being paid for out of pocket which is a very overwhelming mountain to even attempt to climb.  I am asking you to please donate anything you have to help a man who gives so much and expects nothing in return.  Jeff is a loving boyfriend  father  step father  and pappy to his grandkids and is in need of a helping hand.thank you for your time!"
"Medical","April 4, 2019","Staying Afloat- Health Insurance &amp; Kitty Aftercare","$215","$2,500","5","13","5","13","FORTCOLLINS","CO","April is our least favorite month of the year. Spring has sprung difficulties on us once more  this year in the shape of financial issues and the passing of our fluffy monster  Strahd. (He's with Dave in the picture.) Lots of work is being done  but there's a lack of payments coming in for said work. This has resulted in a struggle to pay for basic things  from utilities bills and groceries  to major things like health insurance. (Which  as many of you know  is hard to get and super expensive when you're a contractor without an employer helping out with that.) And adding to all of this is the unexpected and sad expense to provide aftercare due to Strahd's passing. We're grateful for any help we receive  even if it's just a kind word or a hug. We know brighter days are coming soon  we just need a little help to make it until then."
"Medical","April 4, 2019","Help Get Medications and Health Insurance","$200","$1,000","7","12","7","","GERMANTOWN","TN","My best friend in the entire world is Spencer. In 2014 Spencer's mom passed away and in March so did his father  leaving Spencer an orphan at 18. Spencer is a trans man and is on hormones. When his father passed away  he suddenly lost his health insurance. He is having to pay for testosterone out of pocket and is avoiding going to minor med for extreme migraines for which he needs medication. Spencer is in college and has a job  but with this extreme sudden loss cannot afford all of the expenses he is now suddenly faced with. This is to help Spencer pay for health insurance  and hormones until he can sign up  for a insurance plan for next year through his school.  This money will go directly to Spencer so he can get the care he needs and deserves."
